,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1996,1.0,0.1678286780616591,0.17577457289383985,0.030952611561028718,0.23582261550020972,0.18855965518176337,0.06720478281641562,-0.061543346412528746,0.10001242946909383,0.009861856920067847,0.09097027963841109,0.08661971896315585,0.32080082573168955,0.13891842844229305,0.24469910775759277,0.06354759452393803,0.04705835954640984,0.1527378605966233,0.006895514081303816,-0.19783645498075852,0.042123241605857245,0.301245591361459,0.21746093294941332,0.18469310854592474,-0.0936781335809497,0.27287700971682793,0.1304792790640385,0.03942342614375448,0.15503340175566177,0.05726160119650927
1997,0.1678286780616591,1.0,0.0008764379815899559,0.09687400662484058,0.15948063496986847,0.09764372139779118,0.0843886121680222,0.015790387244432654,-0.01036021801651153,-0.10366837972890354,-0.12276923781027649,0.18870662948539418,0.13710538646834083,0.17330576596019054,0.08106092072974488,-0.011738542766740008,0.2027707993311019,0.26485298572372235,0.014695887079007475,0.005716538788205728,0.0006726282462979939,0.15627961712508975,0.0014462682845676304,-0.02948170245317036,-0.006880673522299133,0.0034359005597078282,0.05983143681377953,-0.13899991266114503,0.07521551044508688,-0.04240622426652028
1998,0.17577457289383985,0.0008764379815899559,1.0,0.46279591024162514,0.1526417988009074,0.42506997634058996,0.022982212367920644,0.10624420745834476,0.3272572377913789,0.1646457989921309,0.13910212069787597,0.08499056055446465,0.30859911436024323,0.16945961888299332,0.27386038939063534,0.14679580376343362,0.13744026522176098,0.12265038458278579,-0.03039962970581153,-0.045542489872770625,-0.031202162204761075,0.2801146007191344,-0.04865052115729142,0.2809389722182848,-0.0838441578777169,0.10298835877400672,0.16784110834691324,0.17211054766417205,0.25521313869980866,0.1125481245155855
1999,0.030952611561028718,0.09687400662484058,0.46279591024162514,1.0,0.1439155266935978,0.35267554595771244,0.19055788769958976,0.036296509656018494,0.2319406215547968,0.13113734103122415,0.0339059669512275,0.044085967438996176,0.1307575435294886,0.21009408387666761,0.3380833346111075,0.12466596232241287,0.2138876052531176,0.14772144482118477,-0.1036280023661781,-0.010271503057667258,0.10783761508557287,0.16567827396906187,-0.1441481469410324,0.20432576960872584,-0.07991680344279188,0.13719521778845006,0.1358159597064819,0.04543195324718758,-0.04411316667211158,0.03340843567415448
2000,0.23582261550020972,0.15948063496986847,0.1526417988009074,0.1439155266935978,1.0,0.5032516899456415,0.020707780834560464,-0.01068769429238303,0.4348009390289406,0.04785141451634142,-0.10180178710872267,0.2232541158811096,0.14900796028062246,0.261790922159196,0.23530134005431397,-0.16654039662587605,0.3681561358324764,0.2776324357249799,0.03741431220281173,0.23849819163381544,-0.043425664061480754,0.23599962315347264,0.06502105419873305,0.14859760515364906,-0.07836271581152568,0.17018289375263354,0.23466316711031082,0.11222243917349481,0.1800371177986196,0.14372156197054914
2001,0.18855965518176337,0.09764372139779118,0.42506997634058996,0.35267554595771244,0.5032516899456415,1.0,0.08900805871462172,0.06717796324042713,0.4641183379390448,-0.029075131602143423,-0.07619857619780188,0.09452216342726016,0.17448591885199372,0.3160775095763746,0.30715080917372817,-0.16465382728935518,0.17002077030424584,0.1780717563786724,-0.07017338775970353,-0.05043662763043173,-0.028922340147281143,0.40115182491678936,-0.015507330987993926,0.2045200693103693,-0.1411877219304451,0.1577254180214402,0.3810788908830006,0.08779844223943857,0.29412047941641967,0.1421687421499371
2002,0.06720478281641562,0.0843886121680222,0.022982212367920644,0.19055788769958976,0.020707780834560464,0.08900805871462172,1.0,0.09361285309332318,0.03508685325607899,0.0031866775449583794,0.01952749343799088,-0.19276708213502536,0.22549014887599914,0.09647053807340027,0.1320830945245348,-0.012842508486062557,0.06099725597241727,0.09819886946612891,0.031152114972224657,-0.017550012702956974,0.07773840125366152,0.01797722068922761,0.14654669977311485,0.052443692558693626,0.16231100089334174,0.30862022495340463,0.16059374078407213,-0.045077512256662136,0.05600747103930569,0.07079530990082211
2003,-0.061543346412528746,0.015790387244432654,0.10624420745834476,0.036296509656018494,-0.01068769429238303,0.06717796324042713,0.09361285309332318,1.0,0.18440759204864932,0.13906558435511435,-0.15860456575965873,0.14993057963876072,-0.01911489520481925,0.15337039242003708,0.029744254574644937,0.2161614075681928,0.06643359240848842,0.12806986454048855,0.038006082405989794,0.04408851928258823,-0.02530725706476504,0.033535996879619986,-0.11787108913918741,0.014327317008917937,-0.12096957756177693,-0.04064081914944271,0.26203319187512775,0.01578945642326435,0.03134878036976078,0.1542636822460402
2004,0.10001242946909383,-0.01036021801651153,0.3272572377913789,0.2319406215547968,0.4348009390289406,0.4641183379390448,0.03508685325607899,0.18440759204864932,1.0,0.1506416046893469,-0.08065692331360698,0.47387367853756335,0.2519134019504558,0.3574251136506997,0.32774911232295784,0.0509979009002391,0.1844650868453978,0.26515186324296,0.000621999154883663,0.0860461838180028,-0.0010601104781678208,0.2679158689586684,-0.02285782096119816,0.17323639644729344,-0.1422895992349448,0.18259900540002982,0.35492497687897007,0.1350422177827934,0.23633317892269384,0.013340548475285369
2005,0.009861856920067847,-0.10366837972890354,0.1646457989921309,0.13113734103122415,0.04785141451634142,-0.029075131602143423,0.0031866775449583794,0.13906558435511435,0.1506416046893469,1.0,0.0036746585351338738,0.15130330895286465,0.2205548522808008,0.0911800604158636,0.14186181589699276,0.35484772511498475,0.08037037010624337,0.10030881793070087,0.07950996519553626,0.06709173237946275,0.024259451827729178,0.15408101472687122,-0.059261955912908386,0.2121853480165956,-0.016831086472872608,0.07469258913835913,0.009241068652169893,0.23383770901044706,-0.005600950196895178,-0.11942235223773037
2006,0.09097027963841109,-0.12276923781027649,0.13910212069787597,0.0339059669512275,-0.10180178710872267,-0.07619857619780188,0.01952749343799088,-0.15860456575965873,-0.08065692331360698,0.0036746585351338738,1.0,-0.14359873496850994,-0.08249135671910085,-0.02313158295751476,0.20931514497754944,0.12380119559228728,-0.07156456358817732,-0.034007368436608856,0.012889428237855643,-0.035173821965865534,0.07613263050899866,0.017065925025304643,0.10464562143185657,0.23398046464773048,0.07771457889970788,-0.07593401543367279,-0.0298469656591318,0.23473795395455113,0.14971947662959006,0.09596846160911737
2007,0.08661971896315585,0.18870662948539418,0.08499056055446465,0.044085967438996176,0.2232541158811096,0.09452216342726016,-0.19276708213502536,0.14993057963876072,0.47387367853756335,0.15130330895286465,-0.14359873496850994,1.0,0.06692928301263698,0.19597292881751843,0.14631809833718928,0.26370946497160613,0.1342641612517566,0.2804285073460018,0.06097505742561296,0.06279774356866327,-0.11731376798338498,0.20432770657520538,-0.07426662814148072,0.040286589173410506,-0.23937108594635448,0.021316348342691846,0.11722500400240246,0.14633704843772677,0.023568719177421038,-0.20934666206187663
2008,0.32080082573168955,0.13710538646834083,0.30859911436024323,0.1307575435294886,0.14900796028062246,0.17448591885199372,0.22549014887599914,-0.01911489520481925,0.2519134019504558,0.2205548522808008,-0.08249135671910085,0.06692928301263698,1.0,0.15434414224185672,0.17270227813415584,0.11760623545059823,0.09150022183250944,0.11878227417643392,0.0853585039981478,-0.0633890301873817,0.09142255772714981,0.3792681374275928,0.20786111172147026,0.3025134666075383,-0.01428417877006325,0.4197078862121919,0.07843256872345747,0.05320706573722604,0.16324849677370096,-0.015027359812996608
